AGRDE_FLAG_NM,BMI_IDEX_GRAD_NM,MBER_SEXDSTN_FLAG_CD,COAW_FLAG_NM,SPORTS_STEP_NM,FLAG_ACCTO_RECOMEND_MVM_RANK_CO,RECOMEND_MVM_NM
"20대","저체중","F","3등급","준비운동","4","거북이 스트레칭"
"20대","저체중","F","3등급","준비운동","5","발목 얹고 다리 잡아당기기"
"20대","저체중","F","참가증","마무리운동","1","앉아 윗몸 앞으로 굽히기"
"20대","저체중","F","참가증","마무리운동","2","다리 꼬아 상체 앞으로 숙이기"
"20대","저체중","F","참가증","마무리운동","3","다리 모아 상체 숙이기"
"20대","저체중","F","참가증","마무리운동","4","엎드려 상체 들어올리기"
"20대","저체중","F","참가증","마무리운동","5","발바닥 마주대고 끌어당기기"
"20대","저체중","F","참가증","본운동","1","왕복달리기"
"20대","저체중","F","참가증","본운동","2","벽패스"
"20대","저체중","F","참가증","본운동","3","팔굽혀펴기"
"20대","저체중","F","참가증","본운동","4","공 양손으로 주고 받기"
"20대","저체중","F","참가증","본운동","5","윗몸말아올리기"
"20대","저체중","F","참가증","준비운동","1","팔굽혀펴기"
"20대","저체중","F","참가증","준비운동","2","제자리 뛰기"
"20대","저체중","F","참가증","준비운동","3","다리 벌려 앞으로 상체 숙이기"
"20대","저체중","F","참가증","준비운동","4","거북이 스트레칭"
"20대","저체중","F","참가증","준비운동","5","발목 얹고 다리 잡아당기기"
"20대","저체중","M","1등급","마무리운동","1","앉아 윗몸 앞으로 굽히기"
"20대","저체중","M","1등급","마무리운동","2","다리 꼬아 상체 앞으로 숙이기"
"20대","저체중","M","1등급","마무리운동","3","다리 모아 상체 숙이기"
"20대","저체중","M","1등급","마무리운동","4","거북이 스트레칭"
"20대","저체중","M","1등급","마무리운동","5","흔들어 체조"
"20대","저체중","M","1등급","본운동","1","맨몸운동  루틴프로그램"
"20대","저체중","M","1등급","본운동","2","왕복달리기"
"20대","저체중","M","1등급","본운동","3","팔굽혀펴기"
"20대","저체중","M","1등급","본운동","4","벽패스"
"20대","저체중","M","1등급","본운동","5","조깅"
"20대","저체중","M","1등급","준비운동","1","팔굽혀펴기"
"20대","저체중","M","1등급","준비운동","2","다리 벌려 앞으로 상체 숙이기"
"20대","저체중","M","1등급","준비운동","3","제자리 뛰기"
"20대","저체중","M","1등급","준비운동","4","거북이 스트레칭"
"20대","저체중","M","1등급","준비운동","5","발목 얹고 다리 잡아당기기"
"20대","저체중","M","2등급","마무리운동","1","앉아 윗몸 앞으로 굽히기"
"20대","저체중","M","2등급","마무리운동","2","다리 꼬아 상체 앞으로 숙이기"
"20대","저체중","M","2등급","마무리운동","3","다리 모아 상체 숙이기"
"20대","저체중","M","2등급","마무리운동","4","거북이 스트레칭"
"20대","저체중","M","2등급","마무리운동","5","흔들어 체조"
"20대","저체중","M","2등급","본운동","1","맨몸운동  루틴프로그램"
"20대","저체중","M","2등급","본운동","2","왕복달리기"
"20대","저체중","M","2등급","본운동","3","팔굽혀펴기"
"20대","저체중","M","2등급","본운동","4","벽패스"
"20대","저체중","M","2등급","본운동","5","조깅"
"20대","저체중","M","2등급","준비운동","1","팔굽혀펴기"
"20대","저체중","M","2등급","준비운동","2","다리 벌려 앞으로 상체 숙이기"
"20대","저체중","M","2등급","준비운동","3","제자리 뛰기"
"20대","저체중","M","2등급","준비운동","4","거북이 스트레칭"
"20대","저체중","M","2등급","준비운동","5","발목 얹고 다리 잡아당기기"
"20대","저체중","M","3등급","마무리운동","1","앉아 윗몸 앞으로 굽히기"
"20대","저체중","M","3등급","마무리운동","2","다리 꼬아 상체 앞으로 숙이기"
"20대","저체중","M","3등급","마무리운동","3","다리 모아 상체 숙이기"
"20대","저체중","M","3등급","마무리운동","4","거북이 스트레칭"
"20대","저체중","M","3등급","마무리운동","5","흔들어 체조"
"20대","저체중","M","3등급","본운동","1","맨몸운동  루틴프로그램"
"20대","저체중","M","3등급","본운동","2","왕복달리기"
"20대","저체중","M","3등급","본운동","3","팔굽혀펴기"
"20대","저체중","M","3등급","본운동","4","벽패스"
"20대","저체중","M","3등급","본운동","5","조깅"
"20대","저체중","M","3등급","준비운동","1","팔굽혀펴기"
"20대","저체중","M","3등급","준비운동","2","다리 벌려 앞으로 상체 숙이기"
"20대","저체중","M","3등급","준비운동","3","제자리 뛰기"
"20대","저체중","M","3등급","준비운동","4","거북이 스트레칭"
"20대","저체중","M","3등급","준비운동","5","발목 얹고 다리 잡아당기기"
"20대","저체중","M","참가증","마무리운동","1","앉아 윗몸 앞으로 굽히기"
"20대","저체중","M","참가증","마무리운동","2","다리 꼬아 상체 앞으로 숙이기"
"20대","저체중","M","참가증","마무리운동","3","다리 모아 상체 숙이기"
"20대","저체중","M","참가증","마무리운동","4","거북이 스트레칭"
"20대","저체중","M","참가증","마무리운동","5","흔들어 체조"
"20대","저체중","M","참가증","본운동","1","왕복달리기"
"20대","저체중","M","참가증","본운동","2","팔굽혀펴기"
"20대","저체중","M","참가증","본운동","3","벽패스"
"20대","저체중","M","참가증","본운동","4","공 양손으로 주고 받기"
"20대","저체중","M","참가증","본운동","5","윗몸말아올리기"
"20대","저체중","M","참가증","준비운동","1","팔굽혀펴기"
"20대","저체중","M","참가증","준비운동","2","다리 벌려 앞으로 상체 숙이기"
"20대","저체중","M","참가증","준비운동","3","제자리 뛰기"
"20대","저체중","M","참가증","준비운동","4","거북이 스트레칭"
"20대","저체중","M","참가증","준비운동","5","발목 얹고 다리 잡아당기기"
"20대","정상","F","1등급","마무리운동","1","전신 루틴 스트레칭"
"20대","정상","F","1등급","마무리운동","2","넙다리 안쪽 스트레칭"
"20대","정상","F","1등급","마무리운동","3","자가근막이완술 루틴 스트레칭"
"20대","정상","F","1등급","마무리운동","4","등/어깨 뒤쪽 스트레칭"
"20대","정상","F","1등급","마무리운동","5","옆구리 스트레칭"
"20대","정상","F","1등급","본운동","1","윗몸올리기"
"20대","정상","F","1등급","본운동","2","버피운동"
"20대","정상","F","1등급","본운동","3","달리기"
"20대","정상","F","1등급","본운동","4","엎드려 버티기"
"20대","정상","F","1등급","본운동","5","앉았다 일어서기"
"20대","정상","F","1등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"20대","정상","F","1등급","준비운동","2","트레드밀에서 걷기"
"20대","정상","F","1등급","준비운동","3","등/어깨 뒤쪽 스트레칭"
"20대","정상","F","1등급","준비운동","4","목 스트레칭"
"20대","정상","F","1등급","준비운동","5","자가근막이완술 루틴 스트레칭"
"20대","정상","F","2등급","마무리운동","1","넙다리 안쪽 스트레칭"
"20대","정상","F","2등급","마무리운동","2","전신 루틴 스트레칭"
"20대","정상","F","2등급","마무리운동","3","등/어깨 뒤쪽 스트레칭"
"20대","정상","F","2등급","마무리운동","4","자가근막이완술 루틴 스트레칭"
"20대","정상","F","2등급","마무리운동","5","옆구리 스트레칭"
"20대","정상","F","2등급","본운동","1","윗몸올리기"
"20대","정상","F","2등급","본운동","2","달리기"
"20대","정상","F","2등급","본운동","3","엎드려 버티기"
"20대","정상","F","2등급","본운동","4","앉았다 일어서기"
"20대","정상","F","2등급","본운동","5","버피운동"
"20대","정상","F","2등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"20대","정상","F","2등급","준비운동","2","트레드밀에서 걷기"
"20대","정상","F","2등급","준비운동","3","등/어깨 뒤쪽 스트레칭"
"20대","정상","F","2등급","준비운동","4","목 스트레칭"
"20대","정상","F","2등급","준비운동","5","엉덩이 스트레칭"
"20대","정상","F","3등급","마무리운동","1","전신 루틴 스트레칭"
"20대","정상","F","3등급","마무리운동","2","넙다리 안쪽 스트레칭"
"20대","정상","F","3등급","마무리운동","3","등/어깨 뒤쪽 스트레칭"
"20대","정상","F","3등급","마무리운동","4","옆구리 스트레칭"
"20대","정상","F","3등급","마무리운동","5","넙다리 뒤쪽 스트레칭"
"20대","정상","F","3등급","본운동","1","윗몸올리기"
"20대","정상","F","3등급","본운동","2","달리기"
"20대","정상","F","3등급","본운동","3","엎드려 버티기"
"20대","정상","F","3등급","본운동","4","앉았다 일어서기"
"20대","정상","F","3등급","본운동","5","버피운동"
"20대","정상","F","3등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"20대","정상","F","3등급","준비운동","2","등/어깨 뒤쪽 스트레칭"
"20대","정상","F","3등급","준비운동","3","트레드밀에서 걷기"
"20대","정상","F","3등급","준비운동","4","목 스트레칭"
"20대","정상","F","3등급","준비운동","5","엉덩이 스트레칭"
"20대","정상","F","참가증","마무리운동","1","다리뻗어 상체 숙이기"
"20대","정상","F","참가증","마무리운동","2","뒤꿈치 들기"
"20대","정상","F","참가증","마무리운동","3","누워서 다리 들어올리기"
"20대","정상","F","참가증","마무리운동","4","바벨 끌어당기기"
"20대","정상","F","참가증","마무리운동","5","의자 앞에서 앉았다 일어서기"
"20대","정상","F","참가증","본운동","1","스텝퍼 뛰어서 오르내리기"
"20대","정상","F","참가증","본운동","2","윗몸 말아 올리기"
"20대","정상","F","참가증","본운동","3","누워서 팔 다리 동시에 들어올리기"
"20대","정상","F","참가증","본운동","4","뛰어 내렸다가 바로 점프하기"
"20대","정상","F","참가증","본운동","5","매달려서 다리 들기"
"20대","정상","F","참가증","준비운동","1","막대 잡고 팔 안쪽/바깥 돌림"
"20대","정상","F","참가증","준비운동","2","테이블 이용하여 팔 옆으로 벌리기"
"20대","정상","F","참가증","준비운동","3","테이블 이용하여 팔 들어 올리기"
"20대","정상","F","참가증","준비운동","4","누워서 하늘 자전거"
"20대","정상","F","참가증","준비운동","5","바벨 끌어당기기"
"20대","정상","M","1등급","마무리운동","1","자가근막이완술 루틴 스트레칭"
"20대","정상","M","1등급","마무리운동","2","전신 루틴 스트레칭"
"20대","정상","M","1등급","마무리운동","3","등/어깨 뒤쪽 스트레칭"
"20대","정상","M","1등급","마무리운동","4","가슴/어깨 앞쪽 스트레칭"
"20대","정상","M","1등급","마무리운동","5","짐볼을 이용한 동적 루틴 스트레칭"
"20대","정상","M","1등급","본운동","1","달리기"
"20대","정상","M","1등급","본운동","2","윗몸올리기"
"20대","정상","M","1등급","본운동","3","버피운동"
"20대","정상","M","1등급","본운동","4","턱걸이"
"20대","정상","M","1등급","본운동","5","바벨들어올리기"
"20대","정상","M","1등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"20대","정상","M","1등급","준비운동","2","자가근막이완술 루틴 스트레칭"
"20대","정상","M","1등급","준비운동","3","트레드밀에서 걷기"
"20대","정상","M","1등급","준비운동","4","달리기"
"20대","정상","M","1등급","준비운동","5","누워서 다리 들어올리기"
"20대","정상","M","2등급","마무리운동","1","자가근막이완술 루틴 스트레칭"
"20대","정상","M","2등급","마무리운동","2","전신 루틴 스트레칭"
"20대","정상","M","2등급","마무리운동","3","등/어깨 뒤쪽 스트레칭"
"20대","정상","M","2등급","마무리운동","4","가슴/어깨 앞쪽 스트레칭"
"20대","정상","M","2등급","마무리운동","5","짐볼을 이용한 동적 루틴 스트레칭"
"20대","정상","M","2등급","본운동","1","달리기"
"20대","정상","M","2등급","본운동","2","윗몸올리기"
"20대","정상","M","2등급","본운동","3","버피운동"
"20대","정상","M","2등급","본운동","4","턱걸이"
"20대","정상","M","2등급","본운동","5","바벨들어올리기"
"20대","정상","M","2등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"20대","정상","M","2등급","준비운동","2","자가근막이완술 루틴 스트레칭"
"20대","정상","M","2등급","준비운동","3","트레드밀에서 걷기"
"20대","정상","M","2등급","준비운동","4","달리기"
"20대","정상","M","2등급","준비운동","5","누워서 다리 들어올리기"
"20대","정상","M","3등급","마무리운동","1","자가근막이완술 루틴 스트레칭"
"20대","정상","M","3등급","마무리운동","2","전신 루틴 스트레칭"
"20대","정상","M","3등급","마무리운동","3","등/어깨 뒤쪽 스트레칭"
"20대","정상","M","3등급","마무리운동","4","가슴/어깨 앞쪽 스트레칭"
"20대","정상","M","3등급","마무리운동","5","짐볼을 이용한 동적 루틴 스트레칭"
"20대","정상","M","3등급","본운동","1","달리기"
"20대","정상","M","3등급","본운동","2","윗몸올리기"
"20대","정상","M","3등급","본운동","3","버피운동"
"20대","정상","M","3등급","본운동","4","턱걸이"
"20대","정상","M","3등급","본운동","5","바벨들어올리기"
"20대","정상","M","3등급","준비운동","1","유산소 운동 전 동적 루틴 스트레칭"
"20대","정상","M","3등급","준비운동","2","자가근막이완술 루틴 스트레칭"
"20대","정상","M","3등급","준비운동","3","트레드밀에서 걷기"
"20대","정상","M","3등급","준비운동","4","누워서 다리 들어올리기"
"20대","정상","M","3등급","준비운동","5","등/어깨 뒤쪽 스트레칭"
"20대","정상","M","참가증","마무리운동","1","짐볼을 이용한 동적 루틴 스트레칭"
"20대","정상","M","참가증","마무리운동","2","마주보고 종아리 펴기"
"20대","정상","M","참가증","마무리운동","3","누워서 다리 들어올리기"
"20대","정상","M","참가증","마무리운동","4","작은 공을 이용한 동적 루틴 스트레칭"
"20대","정상","M","참가증","마무리운동","5","목 당기기"
"20대","정상","M","참가증","본운동","1","매달려서 다리 들기"
"20대","정상","M","참가증","본운동","2","스텝퍼 뛰어서 오르내리기"
"20대","정상","M","참가증","본운동","3","바벨들어올리기"
"20대","정상","M","참가증","본운동","4","바벨 끌어당기기"
"20대","정상","M","참가증","본운동","5","뛰어 내렸다가 바로 점프하기"
"20대","정상","M","참가증","준비운동","1","누워서 다리 들어올리기"
"20대","정상","M","참가증","준비운동","2","막대 잡고 팔 안쪽/바깥 돌림"
"20대","정상","M","참가증","준비운동","3","앉았다 일어서면서 점프하기"
"20대","정상","M","참가증","준비운동","4","테이블 이용하여 팔 들어 올리기"
"20대","정상","M","참가증","준비운동","5","테이블 이용하여 팔 옆으로 벌리기"
"30대","1단계비만","F","1등급","마무리운동","1","전신 루틴 스트레칭"
"30대","1단계비만","F","1등급","마무리운동","2","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","F","1등급","마무리운동","3","하지 루틴 스트레칭2"
"30대","1단계비만","F","1등급","마무리운동","4","넙다리 앞쪽 스트레칭"
"30대","1단계비만","F","1등급","마무리운동","5","넙다리 안쪽 스트레칭"
"30대","1단계비만","F","1등급","본운동","1","버피운동"
"30대","1단계비만","F","1등급","본운동","2","달리기"
"30대","1단계비만","F","1등급","본운동","3","엎드려 버티기"
"30대","1단계비만","F","1등급","본운동","4","윗몸올리기"
"30대","1단계비만","F","1등급","본운동","5","턱걸이"
"30대","1단계비만","F","1등급","준비운동","1","목 스트레칭"
"30대","1단계비만","F","1등급","준비운동","2","손 뻗어 윗몸 일으키기"
"30대","1단계비만","F","1등급","준비운동","3","의자 잡고 서기"
"30대","1단계비만","F","1등급","준비운동","4","하지 루틴 스트레칭1"
"30대","1단계비만","F","1등급","준비운동","5","유산소 운동 전 동적 루틴 스트레칭"
"30대","1단계비만","F","2등급","마무리운동","1","전신 루틴 스트레칭"
"30대","1단계비만","F","2등급","마무리운동","2","하지 루틴 스트레칭2"
"30대","1단계비만","F","2등급","마무리운동","3","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","F","2등급","마무리운동","4","넙다리 안쪽 스트레칭"
"30대","1단계비만","F","2등급","마무리운동","5","넙다리 앞쪽 스트레칭"
"30대","1단계비만","F","2등급","본운동","1","달리기"
"30대","1단계비만","F","2등급","본운동","2","엎드려 버티기"
"30대","1단계비만","F","2등급","본운동","3","윗몸올리기"
"30대","1단계비만","F","2등급","본운동","4","버피운동"
"30대","1단계비만","F","2등급","본운동","5","수영"
"30대","1단계비만","F","2등급","준비운동","1","손 뻗어 윗몸 일으키기"
"30대","1단계비만","F","2등급","준비운동","2","의자 잡고 서기"
"30대","1단계비만","F","2등급","준비운동","3","하지 루틴 스트레칭1"
"30대","1단계비만","F","2등급","준비운동","4","목 스트레칭"
"30대","1단계비만","F","2등급","준비운동","5","유산소 운동 전 동적 루틴 스트레칭"
"30대","1단계비만","F","3등급","마무리운동","1","전신 루틴 스트레칭"
"30대","1단계비만","F","3등급","마무리운동","2","하지 루틴 스트레칭2"
"30대","1단계비만","F","3등급","마무리운동","3","넙다리 앞쪽 스트레칭"
"30대","1단계비만","F","3등급","마무리운동","4","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","F","3등급","마무리운동","5","넙다리 안쪽 스트레칭"
"30대","1단계비만","F","3등급","본운동","1","달리기"
"30대","1단계비만","F","3등급","본운동","2","엎드려 버티기"
"30대","1단계비만","F","3등급","본운동","3","윗몸올리기"
"30대","1단계비만","F","3등급","본운동","4","버피운동"
"30대","1단계비만","F","3등급","본운동","5","턱걸이"
"30대","1단계비만","F","3등급","준비운동","1","목 스트레칭"
"30대","1단계비만","F","3등급","준비운동","2","손 뻗어 윗몸 일으키기"
"30대","1단계비만","F","3등급","준비운동","3","의자 잡고 서기"
"30대","1단계비만","F","3등급","준비운동","4","하지 루틴 스트레칭1"
"30대","1단계비만","F","3등급","준비운동","5","유산소 운동 전 동적 루틴 스트레칭"
"30대","1단계비만","F","참가증","마무리운동","1","옆으로 누워서팔 앞으로 당기기"
"30대","1단계비만","F","참가증","마무리운동","2","의자에 한 다리 올리고 앉앗다 일어서기"
"30대","1단계비만","F","참가증","마무리운동","3","한발 앞으로 내밀고 앉았다 일어서기"
"30대","1단계비만","F","참가증","마무리운동","4","앉았다 일어서면서 점프하기"
"30대","1단계비만","F","참가증","마무리운동","5","수영"
"30대","1단계비만","F","참가증","본운동","1","바벨 끌어당기기"
"30대","1단계비만","F","참가증","본운동","2","누워서 배가로근 수축 II"
"30대","1단계비만","F","참가증","본운동","3","짐볼을 이용한 동적 루틴 스트레칭"
"30대","1단계비만","F","참가증","본운동","4","턱걸이"
"30대","1단계비만","F","참가증","본운동","5","손목 펴기/굽히기"
"30대","1단계비만","F","참가증","준비운동","1","손 뻗어 윗몸 일으키기"
"30대","1단계비만","F","참가증","준비운동","2","의자 잡고 서기"
"30대","1단계비만","F","참가증","준비운동","3","의자 잡고 측면으로 한발 들기"
"30대","1단계비만","F","참가증","준비운동","4","다리 뻗어 올리기"
"30대","1단계비만","F","참가증","준비운동","5","의자 잡고 한발 들기"
"30대","1단계비만","M","1등급","마무리운동","1","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","M","1등급","마무리운동","2","전신 루틴 스트레칭"
"30대","1단계비만","M","1등급","마무리운동","3","의자에 한 다리 올리고 앉앗다 일어서기"
"30대","1단계비만","M","1등급","마무리운동","4","하지 루틴 스트레칭2"
"30대","1단계비만","M","1등급","마무리운동","5","트레드밀에서 걷기"
"30대","1단계비만","M","1등급","본운동","1","달리기"
"30대","1단계비만","M","1등급","본운동","2","턱걸이"
"30대","1단계비만","M","1등급","본운동","3","버피운동"
"30대","1단계비만","M","1등급","본운동","4","윗몸올리기"
"30대","1단계비만","M","1등급","본운동","5","바벨 끌어당기기"
"30대","1단계비만","M","1등급","준비운동","1","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","M","1등급","준비운동","2","손 뻗어 윗몸 일으키기"
"30대","1단계비만","M","1등급","준비운동","3","달리기"
"30대","1단계비만","M","1등급","준비운동","4","의자 잡고 서기"
"30대","1단계비만","M","1등급","준비운동","5","다리 뻗어 올리기"
"30대","1단계비만","M","2등급","마무리운동","1","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","M","2등급","마무리운동","2","전신 루틴 스트레칭"
"30대","1단계비만","M","2등급","마무리운동","3","의자에 한 다리 올리고 앉앗다 일어서기"
"30대","1단계비만","M","2등급","마무리운동","4","하지 루틴 스트레칭2"
"30대","1단계비만","M","2등급","마무리운동","5","트레드밀에서 걷기"
"30대","1단계비만","M","2등급","본운동","1","달리기"
"30대","1단계비만","M","2등급","본운동","2","턱걸이"
"30대","1단계비만","M","2등급","본운동","3","윗몸올리기"
"30대","1단계비만","M","2등급","본운동","4","버피운동"
"30대","1단계비만","M","2등급","본운동","5","바벨 끌어당기기"
"30대","1단계비만","M","2등급","준비운동","1","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","M","2등급","준비운동","2","손 뻗어 윗몸 일으키기"
"30대","1단계비만","M","2등급","준비운동","3","의자 잡고 서기"
"30대","1단계비만","M","2등급","준비운동","4","달리기"
"30대","1단계비만","M","2등급","준비운동","5","다리 뻗어 올리기"
"30대","1단계비만","M","3등급","마무리운동","1","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","M","3등급","마무리운동","2","전신 루틴 스트레칭"
"30대","1단계비만","M","3등급","마무리운동","3","의자에 한 다리 올리고 앉앗다 일어서기"
"30대","1단계비만","M","3등급","마무리운동","4","하지 루틴 스트레칭2"
"30대","1단계비만","M","3등급","마무리운동","5","트레드밀에서 걷기"
"30대","1단계비만","M","3등급","본운동","1","달리기"
"30대","1단계비만","M","3등급","본운동","2","턱걸이"
"30대","1단계비만","M","3등급","본운동","3","윗몸올리기"
"30대","1단계비만","M","3등급","본운동","4","바벨 끌어당기기"
"30대","1단계비만","M","3등급","본운동","5","버피운동"
"30대","1단계비만","M","3등급","준비운동","1","자가근막이완술 루틴 스트레칭"
"30대","1단계비만","M","3등급","준비운동","2","손 뻗어 윗몸 일으키기"
"30대","1단계비만","M","3등급","준비운동","3","의자 잡고 서기"
"30대","1단계비만","M","3등급","준비운동","4","달리기"
"30대","1단계비만","M","3등급","준비운동","5","유산소 운동 전 동적 루틴 스트레칭"
"30대","1단계비만","M","참가증","마무리운동","1","의자에 한 다리 올리고 앉앗다 일어서기"
"30대","1단계비만","M","참가증","마무리운동","2","옆으로 누워서팔 앞으로 당기기"
"30대","1단계비만","M","참가증","마무리운동","3","앉았다 일어서면서 점프하기"
"30대","1단계비만","M","참가증","마무리운동","4","한발 앞으로 내밀고 앉았다 일어서기"
"30대","1단계비만","M","참가증","마무리운동","5","앉았다 일어서기"
"30대","1단계비만","M","참가증","본운동","1","턱걸이"
"30대","1단계비만","M","참가증","본운동","2","바벨 끌어당기기"
"30대","1단계비만","M","참가증","본운동","3","계단 뛰어 오르기"
"30대","1단계비만","M","참가증","본운동","4","누워서 배가로근 수축 II"
"30대","1단계비만","M","참가증","본운동","5","앉아서 다리 밀기"
"30대","1단계비만","M","참가증","준비운동","1","손 뻗어 윗몸 일으키기"
"30대","1단계비만","M","참가증","준비운동","2","의자 잡고 서기"
"30대","1단계비만","M","참가증","준비운동","3","다리 뻗어 올리기"
"30대","1단계비만","M","참가증","준비운동","4","의자 잡고 측면으로 한발 들기"
"30대","1단계비만","M","참가증","준비운동","5","턱걸이"
"30대","2단계비만","F","1등급","마무리운동","1","전신 루틴 스트레칭"
"30대","2단계비만","F","1등급","마무리운동","2","자가근막이완술 루틴 스트레칭"
"30대","2단계비만","F","1등급","마무리운동","3","하지 루틴 스트레칭2"
"30대","2단계비만","F","1등급","마무리운동","4","상지 루틴 스트레칭"
"30대","2단계비만","F","1등급","마무리운동","5","어깨 뒤쪽 스트레칭"
"30대","2단계비만","F","1등급","본운동","1","벽에서 팔굽혀 펴기"
"30대","2단계비만","F","1등급","본운동","2","고정식 자전거 타기"
"30대","2단계비만","F","1등급","본운동","3","고정식 트레드밀에서 걷기"
"30대","2단계비만","F","1등급","본운동","4","버피운동"
"30대","2단계비만","F","1등급","본운동","5","밴드 머리 뒤로 들어올리기"
"30대","2단계비만","F","1등급","준비운동","1","허리 스트레칭"
"30대","2단계비만","F","1등급","준비운동","2","하지 루틴 스트레칭1"
"30대","2단계비만","F","1등급","준비운동","3","유산소 운동 전 동적 루틴 스트레칭"
"30대","2단계비만","F","1등급","준비운동","4","엉덩이 스트레칭"
"30대","2단계비만","F","1등급","준비운동","5","상지 루틴 스트레칭"
"30대","2단계비만","F","2등급","마무리운동","1","전신 루틴 스트레칭"
"30대","2단계비만","F","2등급","마무리운동","2","하지 루틴 스트레칭2"
"30대","2단계비만","F","2등급","마무리운동","3","자가근막이완술 루틴 스트레칭"
"30대","2단계비만","F","2등급","마무리운동","4","상지 루틴 스트레칭"
"30대","2단계비만","F","2등급","마무리운동","5","어깨 뒤쪽 스트레칭"
"30대","2단계비만","F","2등급","본운동","1","벽에서 팔굽혀 펴기"
"30대","2단계비만","F","2등급","본운동","2","고정식 자전거 타기"
"30대","2단계비만","F","2등급","본운동","3","고정식 트레드밀에서 걷기"
"30대","2단계비만","F","2등급","본운동","4","밴드 머리 뒤로 들어올리기"
"30대","2단계비만","F","2등급","본운동","5","물통으로 양팔 들어올리기"
"30대","2단계비만","F","2등급","준비운동","1","허리 스트레칭"
"30대","2단계비만","F","2등급","준비운동","2","하지 루틴 스트레칭1"
"30대","2단계비만","F","2등급","준비운동","3","유산소 운동 전 동적 루틴 스트레칭"
"30대","2단계비만","F","2등급","준비운동","4","엉덩이 스트레칭"
"30대","2단계비만","F","2등급","준비운동","5","상지 루틴 스트레칭"
"30대","2단계비만","F","3등급","마무리운동","1","전신 루틴 스트레칭"
"30대","2단계비만","F","3등급","마무리운동","2","하지 루틴 스트레칭2"
"30대","2단계비만","F","3등급","마무리운동","3","자가근막이완술 루틴 스트레칭"
"30대","2단계비만","F","3등급","마무리운동","4","상지 루틴 스트레칭"
"30대","2단계비만","F","3등급","마무리운동","5","어깨 뒤쪽 스트레칭"
"30대","2단계비만","F","3등급","본운동","1","벽에서 팔굽혀 펴기"
"30대","2단계비만","F","3등급","본운동","2","고정식 자전거 타기"
"30대","2단계비만","F","3등급","본운동","3","고정식 트레드밀에서 걷기"
"30대","2단계비만","F","3등급","본운동","4","밴드 머리 뒤로 들어올리기"
"30대","2단계비만","F","3등급","본운동","5","물통으로 양팔 들어올리기"
"30대","2단계비만","F","3등급","준비운동","1","허리 스트레칭"
"30대","2단계비만","F","3등급","준비운동","2","하지 루틴 스트레칭1"
"30대","2단계비만","F","3등급","준비운동","3","유산소 운동 전 동적 루틴 스트레칭"
"30대","2단계비만","F","3등급","준비운동","4","엉덩이 스트레칭"
"30대","2단계비만","F","3등급","준비운동","5","상지 루틴 스트레칭"
"30대","2단계비만","F","참가증","마무리운동","1","의자에 한 다리 올리고 앉앗다 일어서기"
"30대","2단계비만","F","참가증","마무리운동","2","앉았다 일어서기"
"30대","2단계비만","F","참가증","마무리운동","3","한발 앞으로 내밀고 앉았다 일어서기"
"30대","2단계비만","F","참가증","마무리운동","4","빠르게 걷기"
"30대","2단계비만","F","참가증","마무리운동","5","옆으로 누워서팔 앞으로 당기기"
"30대","2단계비만","F","참가증","본운동","1","벽에서 팔굽혀 펴기"
"30대","2단계비만","F","참가증","본운동","2","고정식 자전거 타기"
"30대","2단계비만","F","참가증","본운동","3","밴드 머리 뒤로 들어올리기"
"30대","2단계비만","F","참가증","본운동","4","고정식 트레드밀에서 걷기"
"30대","2단계비만","F","참가증","본운동","5","물통으로 양팔 들어올리기"
"30대","2단계비만","F","참가증","준비운동","1","허리 스트레칭"
"30대","2단계비만","F","참가증","준비운동","2","손 뻗어 윗몸 일으키기"
"30대","2단계비만","F","참가증","준비운동","3","의자 잡고 측면으로 한발 들기"
"30대","2단계비만","F","참가증","준비운동","4","다리 뻗어 올리기"
"30대","2단계비만","F","참가증","준비운동","5","의자 잡고 서기"
"30대","2단계비만","M","1등급","마무리운동","1","자가근막이완술 루틴 스트레칭"
"30대","2단계비만","M","1등급","마무리운동","2","의자에 한 다리 올리고 앉앗다 일어서기"
"30대","2단계비만","M","1등급","마무리운동","3","전신 루틴 스트레칭"
"30대","2단계비만","M","1등급","마무리운동","4","하지 루틴 스트레칭2"
"30대","2단계비만","M","1등급","마무리운동","5","작은 공을 이용한 동적 루틴 스트레칭"
"30대","2단계비만","M","1등급","본운동","1","벽에서 팔굽혀 펴기"
"30대","2단계비만","M","1등급","본운동","2","달리기"
"30대","2단계비만","M","1등급","본운동","3","버피운동"
"30대","2단계비만","M","1등급","본운동","4","턱걸이"
"30대","2단계비만","M","1등급","본운동","5","고정식 자전거 타기"
